Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2008-04-28,4.346230,4.400345,4.448150,4.490178,4.527077,4.559500,3.920341,4.673395,4.739325,3.912103,4.780798,3.889034,3.916441,3.949535,4.005524,3.907787,4.074271,4.147246,4.218754,4.285573
2008-04-25,4.313449,4.367191,4.414853,4.456871,4.493833,4.526356,3.937936,4.640840,4.707210,3.926762,4.748990,3.886892,3.918934,3.940246,3.987287,3.915777,4.049928,4.118993,4.188116,4.253548
2008-04-24,4.310043,4.362788,4.409378,4.450316,4.486234,4.517776,3.937136,4.628475,4.692555,3.924826,4.732913,3.880309,3.915466,3.936652,3.984351,3.912480,4.047684,4.117081,4.186072,4.250968
2008-04-23,4.281323,4.333321,4.379576,4.420439,4.456436,4.488143,3.948028,4.599935,4.664851,3.941646,4.705768,3.867518,3.925786,3.937176,3.975647,3.910288,4.031624,4.095679,4.161047,4.223629
2008-04-22,4.298800,4.349855,4.395409,4.435730,4.471295,4.502647,4.009078,4.613293,4.677571,4.010410,4.718081,3.879487,3.983246,3.981899,4.010515,3.945679,4.059721,4.119324,4.181782,4.242431
2008-04-21,4.271368,4.320979,4.366619,4.408352,4.446355,4.480873,3.874563,4.610757,4.691340,3.864392,4.743230,3.914000,3.886651,3.928836,3.982313,3.897147,4.041210,4.101625,4.161041,4.217914
2008-04-18,4.281258,4.330068,4.375248,4.416805,4.454861,4.489607,3.886784,4.621916,4.705169,3.883730,4.759124,3.915666,3.908194,3.949878,4.001538,3.902962,4.058150,4.116298,4.173724,4.228994
2008-04-17,4.228346,4.283732,4.333648,4.378421,4.418477,4.454280,3.808627,4.584426,4.662192,3.762297,4.711530,3.904323,3.774854,3.821324,3.885564,3.865129,3.957354,4.030422,4.101093,4.167376
2008-04-16,4.149736,4.207280,4.259043,4.305371,4.346727,4.383613,3.779839,4.517073,4.596452,3.699603,4.646767,3.918504,3.694968,3.733975,3.796196,3.862861,3.868821,3.944057,4.017371,4.086314
2008-04-15,4.119869,4.178000,4.230020,4.276363,4.317564,4.354182,3.759297,4.485782,4.563591,3.663298,4.612860,3.922016,3.653376,3.692256,3.756538,3.856805,3.831841,3.909604,3.984978,4.055437
2008-04-14,4.082870,4.142918,4.196342,4.243690,4.285599,4.322705,3.722181,4.455125,4.532952,3.605929,4.582176,3.917452,3.590418,3.630796,3.699498,3.839176,3.779962,3.862584,3.942096,4.015876
2008-04-11,4.052765,4.112794,4.166147,4.213393,4.255180,4.292157,3.697414,4.423987,4.501431,3.576569,4.550435,3.899580,3.559329,3.599343,3.668247,3.818562,3.749074,3.832036,3.911796,3.985720
2008-04-10,4.101476,4.160979,4.213776,4.260468,4.301723,4.338200,3.715581,4.468067,4.544253,3.607719,4.592423,3.903526,3.598687,3.643705,3.715486,3.827765,3.797805,3.881378,3.961203,4.034868
2008-04-09,4.169041,4.225611,4.275617,4.319714,4.358591,4.392908,3.736229,4.514762,4.586120,3.656171,4.631225,3.892243,3.663271,3.716746,3.792056,3.828405,3.874844,3.957072,4.034556,4.105404
2008-04-08,4.151931,4.208606,4.259137,4.304022,4.343836,4.379159,3.751534,4.505740,4.580430,3.672792,4.627715,3.896554,3.674388,3.720490,3.788890,3.837751,3.866147,3.944410,4.019351,4.088811
2008-04-07,4.142648,4.198428,4.248256,4.292592,4.331979,4.366968,3.748042,4.492674,4.567040,3.673953,4.614168,3.885014,3.676311,3.721282,3.787788,3.829471,3.862985,3.939320,4.012586,4.080653
2008-04-04,4.093363,4.152264,4.204891,4.251716,4.293303,4.330234,3.719722,4.462784,4.541090,3.622791,4.590680,3.886263,3.614281,3.655450,3.722156,3.819363,3.799678,3.879332,3.956255,4.027952
2008-04-03,4.140081,4.199548,4.252615,4.299783,4.341642,4.378791,3.740145,4.511958,4.590510,3.650115,4.640194,3.900255,3.646913,3.692118,3.761869,3.835630,3.841678,3.923048,4.001260,4.073930
2008-04-02,4.112173,4.168770,4.219377,4.264434,4.304480,4.340065,3.749785,4.467965,4.543654,3.658856,4.591632,3.907038,3.651778,3.691776,3.755956,3.843811,3.830364,3.906769,3.980558,4.049363
2008-04-01,4.110844,4.170197,4.223752,4.271820,4.314839,4.353295,3.738620,4.493085,4.576618,3.655672,4.629640,3.880385,3.649549,3.688011,3.750425,3.823588,3.823813,3.900235,3.975032,4.045647
2008-03-31,4.083461,4.146724,4.203612,4.254505,4.299918,4.340405,3.706244,4.486754,4.573680,3.603488,4.628714,3.877089,3.590644,3.629561,3.696048,3.808851,3.775040,3.857427,3.937935,4.013723
2008-03-28,4.103073,4.166578,4.223820,4.275144,4.321033,4.362019,3.710639,4.510699,4.599294,3.617680,4.655410,3.868074,3.609248,3.649760,3.716505,3.805062,3.795239,3.877275,3.957533,4.033242
2008-03-27,4.080697,4.147092,4.206829,4.260294,4.308013,4.350564,3.693827,4.504380,4.595675,3.583349,4.653398,3.875430,3.567792,3.607093,3.675780,3.803021,3.757950,3.843948,3.928166,4.007563
2008-03-26,4.039309,4.100615,4.156006,4.205761,4.250308,4.290137,3.723657,4.434920,4.521421,3.609530,4.576339,3.902814,3.585985,3.615437,3.673892,3.831875,3.746271,3.823333,3.899626,3.972121
2008-03-25,4.022576,4.081655,4.134767,4.182265,4.224633,4.262397,3.711254,4.398885,4.480065,3.595162,4.531609,3.896318,3.572459,3.603308,3.662712,3.822789,3.735256,3.811694,3.886709,3.957449
2008-03-20,3.952582,4.017143,4.075012,4.126622,4.172543,4.213381,3.632679,4.360297,4.447259,3.491450,4.502367,3.854668,3.460251,3.491769,3.556511,3.766609,3.636421,3.720763,3.803430,3.881195
2008-03-19,3.954145,4.028831,4.095290,4.154180,4.206279,4.252381,3.569376,4.416562,4.512672,3.397282,4.573222,3.844218,3.361643,3.402401,3.482559,3.734840,3.579809,3.681148,3.779387,3.870893
2008-03-18,3.965712,4.048495,4.121782,4.186434,4.243411,4.293663,3.521275,4.471451,4.574778,3.324869,4.639597,3.840340,3.287321,3.337257,3.431237,3.712935,3.543437,3.659077,3.770186,3.872893
2008-03-17,3.912383,3.996510,4.070450,4.135285,4.192141,4.242085,3.456010,4.417618,4.519194,3.233089,4.582946,3.824914,3.192139,3.248249,3.351167,3.676930,3.471938,3.594595,3.710930,3.817248
2008-03-14,3.929286,4.009210,4.079990,4.142443,4.197492,4.246049,3.541281,4.417933,4.517974,3.332811,4.580857,3.872558,3.286075,3.328558,3.416232,3.740683,3.522969,3.633822,3.740721,3.839722
2008-03-13,3.904462,3.983729,4.053675,4.115204,4.169303,4.216925,3.526346,4.384944,4.482543,3.304606,4.543933,3.880676,3.254633,3.298002,3.387749,3.739377,3.496431,3.608623,3.716182,3.815260
2008-03-12,3.933386,4.009290,4.076677,4.136264,4.188884,4.235374,3.575988,4.400458,4.496867,3.378913,4.557581,3.886345,3.332860,3.370701,3.451502,3.763004,3.550828,3.654598,3.755120,3.848569
2008-03-11,3.956190,4.034731,4.104295,4.165683,4.219801,4.267545,3.570006,4.436610,4.535046,3.367219,4.596927,3.893362,3.322610,3.365133,3.451709,3.764566,3.556801,3.665819,3.770892,3.868180
2008-03-10,3.945023,4.026582,4.097964,4.160338,4.214884,4.262693,3.493945,4.430144,4.526846,3.265671,4.587566,3.877499,3.225948,3.284717,3.389620,3.723117,3.511096,3.633226,3.748092,3.852321
2008-03-07,3.972309,4.051320,4.120386,4.180681,4.233372,4.279531,3.520090,4.441102,4.534406,3.300888,4.593022,3.893069,3.265726,3.325856,3.430028,3.742611,3.549526,3.669030,3.781017,3.882359
2008-03-06,3.986519,4.063508,4.130532,4.188854,4.239689,4.284136,3.527691,4.439254,4.528702,3.306339,4.584932,3.912462,3.274769,3.339229,3.446580,3.756585,3.567684,3.687401,3.798571,3.898429
2008-03-05,3.992660,4.069613,4.136450,4.194504,4.245036,4.289172,3.496511,4.442961,4.531560,3.283974,4.587256,3.876669,3.261001,3.332447,3.444922,3.721956,3.569504,3.691417,3.803856,3.904349
2008-03-04,3.957494,4.034406,4.101308,4.159487,4.210176,4.254481,3.482038,4.409058,4.498217,3.265443,4.554305,3.863386,3.237914,3.305405,3.414847,3.708579,3.537288,3.657792,3.769371,3.869392
2008-03-03,3.951309,4.028359,4.095104,4.152955,4.203229,4.247086,3.444797,4.399649,4.487504,3.224768,4.542785,3.843415,3.202999,3.278410,3.395018,3.680761,3.522956,3.647257,3.761227,3.862592
2008-02-29,3.991165,4.065957,4.130250,4.185647,4.233573,4.275241,3.425120,4.419515,4.502403,3.211378,4.554585,3.840846,3.206146,3.297429,3.425731,3.669146,3.560869,3.688704,3.803598,3.904200
2008-02-28,4.089830,4.161127,4.222536,4.275539,4.321458,4.361426,3.509602,4.500045,4.579736,3.333285,4.629865,3.865909,3.339784,3.430656,3.553517,3.718086,3.681724,3.802761,3.911620,4.007108
2008-02-27,4.123848,4.193689,4.253968,4.306086,4.351304,4.390708,3.537216,4.527619,4.606413,3.380090,4.655970,3.862566,3.392193,3.482357,3.602038,3.727202,3.726483,3.844009,3.949899,4.042999
2008-02-26,4.135621,4.201750,4.259038,4.308730,4.351958,4.389711,3.576923,4.521384,4.597408,3.439347,4.645281,3.866753,3.453507,3.537675,3.648490,3.745877,3.763814,3.873104,3.972016,4.059393
2008-02-25,4.080922,4.148174,4.206476,4.257076,4.301114,4.339588,3.547274,4.473867,4.551459,3.390739,4.600353,3.864962,3.396710,3.477892,3.588207,3.732975,3.704176,3.814597,3.914800,4.003471
2008-02-22,4.072974,4.138530,4.195400,4.244785,4.287787,4.325372,3.559511,4.456658,4.532599,3.404656,4.580493,3.872493,3.409136,3.487299,3.594083,3.742485,3.706568,3.813812,3.911238,3.997533
2008-02-21,4.113478,4.176195,4.230334,4.277166,4.317825,4.353280,3.574239,4.476714,4.547983,3.429754,4.592945,3.886581,3.445024,3.530734,3.641502,3.755460,3.755146,3.861625,3.957114,4.040850
2008-02-20,4.079346,4.145403,4.202088,4.250893,4.293107,4.329814,3.501144,4.457053,4.530309,3.327908,4.576505,3.879493,3.344688,3.442337,3.566894,3.720146,3.692901,3.809415,3.912673,4.002293
2008-02-19,4.068197,4.136396,4.194911,4.245282,4.288844,4.326719,3.468913,4.457961,4.533479,3.291310,4.581075,3.857016,3.309059,3.410080,3.538820,3.693587,3.669028,3.789406,3.896071,3.988631
2008-02-18,4.055622,4.124409,4.183696,4.234926,4.279368,4.318100,3.460541,4.452803,4.530479,3.284507,4.579433,3.856430,3.303793,3.404019,3.530724,3.688510,3.658824,3.777637,3.883445,3.975789
2008-02-15,4.008958,4.078943,4.139069,4.190892,4.235759,4.274803,3.404260,4.410295,4.488352,3.208767,4.537577,3.843292,3.227282,3.332957,3.466210,3.656908,3.600096,3.723460,3.832645,3.927415
2008-02-14,4.041102,4.109183,4.167987,4.218894,4.263122,4.301713,3.433684,4.436188,4.513850,3.267738,4.562822,3.832846,3.294780,3.397762,3.524052,3.661316,3.650409,3.767236,3.871296,3.962272
2008-02-13,4.003326,4.074306,4.135722,4.188964,4.235270,4.275709,3.403916,4.416785,4.498298,3.217619,4.549680,3.839467,3.238414,3.340997,3.469395,3.652728,3.598918,3.719287,3.826920,3.921317
2008-02-12,3.966873,4.037602,4.098910,4.152134,4.198479,4.238989,3.378629,4.380542,4.462453,3.193730,4.514127,3.811683,3.213328,3.313465,3.439259,3.625781,3.566559,3.685243,3.791698,3.885328
2008-02-11,3.896175,3.966205,4.026832,4.079413,4.125160,4.165124,3.340283,4.304669,4.385459,3.134014,4.436514,3.817877,3.147487,3.245975,3.371258,3.612603,3.498203,3.616443,3.722337,3.815320
2008-02-08,3.909875,3.978969,4.039209,4.091754,4.137680,4.177943,3.334056,4.319320,4.401461,3.163258,4.453373,3.782055,3.190284,3.288079,3.407052,3.584712,3.526881,3.639148,3.740681,3.830771
2008-02-07,3.916544,3.984122,4.042871,4.093997,4.138600,4.177648,3.395666,4.314476,4.393896,3.210176,4.444111,3.810761,3.219185,3.306886,3.421280,3.633647,3.539003,3.649934,3.750206,3.838920
2008-02-06,3.931684,3.994101,4.048660,4.096346,4.138094,4.174743,3.475563,4.303765,4.378955,3.311299,4.426576,3.836852,3.315245,3.388738,3.487342,3.682910,3.590648,3.689402,3.779741,3.860467
2008-02-05,3.909756,3.972742,4.027689,4.075625,4.117525,4.154259,3.494552,4.283309,4.358415,3.317406,4.405990,3.833403,3.304725,3.368340,3.462862,3.693290,3.565348,3.664701,3.756055,3.837757
2008-02-04,3.982458,4.041329,4.093268,4.139008,4.179295,4.214834,3.576332,4.340954,4.414886,3.443212,4.461747,3.853932,3.442470,3.500825,3.583275,3.736917,3.672543,3.760067,3.841786,3.916041
2008-02-01,3.989975,4.049719,4.102548,4.149163,4.190288,4.226615,3.568305,4.355824,4.431680,3.444534,4.479749,3.829268,3.446830,3.505918,3.588448,3.719193,3.677789,3.765588,3.847809,3.922750
2008-01-31,3.997186,4.058098,4.111878,4.159273,4.201045,4.237913,3.554241,4.368857,4.445625,3.430912,4.494238,3.817012,3.435819,3.498375,3.584407,3.706126,3.676898,3.767369,3.851791,3.928518
2008-01-30,4.088523,4.147498,4.199450,4.245134,4.285316,4.320717,3.637778,4.446020,4.519236,3.541088,4.565531,3.830838,3.547763,3.606517,3.688474,3.751132,3.777602,3.865319,3.947354,4.021902
2008-01-29,4.050804,4.109384,4.160847,4.205994,4.245624,4.280484,3.630704,4.403541,4.475336,3.513099,4.520762,3.856734,3.511784,3.568159,3.649923,3.763683,3.739497,3.827656,3.909912,3.984427
2008-01-28,4.012172,4.071371,4.123420,4.169112,4.209242,4.244556,3.603066,4.369316,4.442164,3.477904,4.488282,3.840004,3.473032,3.527835,3.609076,3.742596,3.698705,3.787236,3.870032,3.945162
2008-01-25,4.088719,4.143956,4.192914,4.236167,4.274347,4.308076,3.678943,4.427980,4.498289,3.601579,4.542813,3.841440,3.608035,3.657407,3.727539,3.773088,3.805517,3.883812,3.958261,4.026817
2008-01-24,4.052797,4.112689,4.165779,4.212683,4.254083,4.290653,3.624256,4.420593,4.496703,3.530294,4.544839,3.823125,3.534174,3.586475,3.661895,3.738877,3.746092,3.830787,3.911407,3.985693
2008-01-23,3.982926,4.045144,4.099883,4.147978,4.190259,4.227497,3.462779,4.359249,4.436248,3.352577,4.484977,3.761393,3.378223,3.455871,3.551735,3.629397,3.650728,3.745705,3.833374,3.912490
2008-01-22,4.015383,4.072866,4.122411,4.165202,4.202301,4.234617,3.530199,4.346979,4.411940,3.400500,4.453077,3.796676,3.410183,3.484677,3.583811,3.686036,3.686939,3.784272,3.871855,3.948734
2008-01-21,3.985964,4.044990,4.096507,4.141437,4.180682,4.215059,3.600504,4.335572,4.405567,3.455970,4.449881,3.855603,3.441163,3.493106,3.575255,3.752255,3.667154,3.757975,3.842488,3.918614
2008-01-18,4.029474,4.086432,4.136443,4.180262,4.218671,4.252405,3.683805,4.371129,4.440245,3.557943,4.483996,3.883995,3.537758,3.577902,3.648299,3.805046,3.730469,3.813834,3.892848,3.964991
2008-01-17,4.048979,4.103541,4.151528,4.193626,4.230561,4.263024,3.716868,4.377411,4.444072,3.608794,4.486293,3.871508,3.588736,3.623915,3.688419,3.812782,3.765076,3.843648,3.918605,3.987346
2008-01-16,4.069540,4.121431,4.167291,4.207676,4.243214,4.274522,3.761137,4.385259,4.449981,3.677083,4.491003,3.844826,3.655026,3.681668,3.736967,3.818474,3.805461,3.877283,3.946826,4.011284
2008-01-15,4.082447,4.133667,4.179010,4.218990,4.254207,4.285255,3.795719,4.395194,4.459495,3.712939,4.500252,3.855786,3.685615,3.707202,3.758583,3.841683,3.824168,3.893843,3.961800,4.025077
2008-01-14,4.098293,4.148440,4.193083,4.232629,4.267593,4.298510,3.821938,4.408539,4.473130,3.750819,4.514090,3.864380,3.725066,3.743384,3.789966,3.856890,3.850855,3.916580,3.981475,4.042505
2008-01-11,4.140309,4.188182,4.230326,4.267315,4.299774,4.328306,3.874233,4.428851,4.487472,3.795203,4.524624,3.856664,3.762202,3.780875,3.830509,3.885975,3.894175,3.961369,4.026342,4.086332
2008-01-10,4.147466,4.193590,4.234386,4.270327,4.301963,4.329838,3.892235,4.428460,4.486133,3.828244,4.522712,3.845531,3.796964,3.811989,3.856352,3.886929,3.914788,3.977434,4.038696,4.095758
2008-01-09,4.148366,4.194787,4.235507,4.271143,4.302345,4.329724,3.886708,4.425955,4.481978,3.805678,4.517495,3.846105,3.771993,3.791675,3.842254,3.890228,3.906200,3.972990,4.037044,4.095793
2008-01-08,4.177677,4.221933,4.261175,4.295821,4.326371,4.353328,3.910673,4.448940,4.504960,3.866083,4.540503,3.845883,3.842596,3.858635,3.900944,3.892398,3.956231,4.015576,4.073794,4.128209
2008-01-07,4.174364,4.218719,4.257481,4.291307,4.320857,4.346743,3.902835,4.437500,4.490267,3.828485,4.523729,3.833309,3.799791,3.822946,3.875091,3.894312,3.939041,4.004774,4.067141,4.123890
2008-01-04,4.175397,4.219658,4.258165,4.291650,4.320826,4.346333,3.871527,4.435502,4.487259,3.799903,4.520080,3.839077,3.779643,3.810149,3.867796,3.877889,3.935514,4.003619,4.067337,4.124734
2008-01-03,4.230400,4.271900,4.308005,4.339405,4.366768,4.390694,3.899117,4.474362,4.522940,3.860295,4.553744,3.808614,3.851696,3.884657,3.940621,3.872016,4.004949,4.069154,4.129029,4.182888
2008-01-02,4.305976,4.343413,4.375783,4.403803,4.428135,4.449355,3.950549,4.523288,4.566128,3.936081,4.593296,3.791007,3.938593,3.976858,4.033951,3.889540,4.096616,4.157520,4.213286,4.262772
2007-12-31,4.348432,4.381270,4.409804,4.434602,4.456204,4.475090,4.006595,4.541150,4.579542,4.020339,4.603913,3.858018,4.031842,4.066456,4.115010,3.940242,4.168094,4.220002,4.267912,4.310761
2007-12-28,4.341671,4.374573,4.403266,4.428275,4.450110,4.469233,3.996122,4.536295,4.575335,4.022222,4.600122,3.803108,4.033923,4.066296,4.112504,3.907148,4.163757,4.214428,4.261608,4.304100
2007-12-27,4.364516,4.396767,4.424822,4.449226,4.470499,4.489108,4.005874,4.554250,4.592126,4.040715,4.616168,3.767095,4.054993,4.089142,4.136433,3.896170,4.188134,4.238775,4.285607,4.327567
2007-12-24,4.318135,4.351599,4.380654,4.405888,4.427858,4.447056,3.993200,4.514163,4.553153,3.997375,4.577910,3.786045,4.000532,4.032260,4.080490,3.906631,4.134242,4.187114,4.235996,4.279718
2007-12-21,4.318520,4.351885,4.380845,4.405989,4.427877,4.447001,3.982559,4.513836,4.552665,3.992858,4.577322,3.770341,3.998833,4.031873,4.080720,3.891885,4.134736,4.187684,4.236544,4.280194
2007-12-20,4.306764,4.339218,4.367337,4.391720,4.412924,4.431437,3.974858,4.496079,4.533627,3.984711,4.557483,3.753646,3.990953,4.024342,4.073117,3.881328,4.126640,4.178807,4.226736,4.269405
2007-12-19,4.306428,4.340751,4.370684,4.396770,4.419544,4.439487,3.956608,4.509417,4.550125,3.977009,4.575974,3.781380,3.987101,4.019894,4.067646,3.876217,4.120921,4.173710,4.222906,4.267231
2007-12-18,4.329309,4.362941,4.392408,4.418186,4.440756,4.460567,3.984896,4.530277,4.570946,4.017383,4.596771,3.767353,4.027561,4.057174,4.101137,3.883133,4.151013,4.201089,4.248257,4.291127
2007-12-17,4.316416,4.352199,4.383534,4.410929,4.434902,4.455932,3.995048,4.529858,4.572937,4.002520,4.600273,3.802910,4.002401,4.029483,4.074491,3.911198,4.126903,4.179985,4.230143,4.275774
2007-12-14,4.312403,4.347586,4.378352,4.405218,4.428706,4.449294,4.014338,4.521585,4.563686,4.011076,4.590408,3.793318,4.004817,4.029539,4.073520,3.923309,4.125288,4.177794,4.227359,4.272378
2007-12-13,4.328832,4.366535,4.399650,4.428668,4.454104,4.476448,4.009265,4.555127,4.601001,4.014229,4.630084,3.799393,4.009656,4.034310,4.078765,3.918260,4.131904,4.186477,4.238517,4.286174
2007-12-12,4.335692,4.371833,4.403170,4.430354,4.454000,4.474647,3.990670,4.546713,4.588513,3.987056,4.615019,3.796420,3.989526,4.024357,4.077260,3.911878,4.136016,4.193624,4.246738,4.294131
2007-12-11,4.282907,4.322474,4.357162,4.387515,4.414090,4.437412,3.973177,4.519413,4.567177,3.955656,4.597462,3.823970,3.946064,3.971325,4.018480,3.914023,4.074938,4.132792,4.187804,4.238046
2007-12-10,4.279502,4.321134,4.357771,4.389916,4.418117,4.442899,3.948740,4.530194,4.581069,3.942462,4.613303,3.871465,3.938991,3.963521,4.009118,3.914683,4.065151,4.123773,4.180344,4.232547
2007-12-07,4.235833,4.278838,4.316726,4.350000,4.379211,4.404895,3.916044,4.495449,4.548264,3.898292,4.581738,3.856562,3.890013,3.912949,3.958613,3.892541,4.015580,4.075561,4.133656,4.187400
2007-12-06,4.153911,4.198766,4.238245,4.272895,4.303304,4.330037,3.864191,4.424299,4.479312,3.806438,4.514213,3.875869,3.788259,3.811979,3.861343,3.882892,3.922308,3.985862,4.046998,4.103307
2007-12-05,4.116973,4.162481,4.202880,4.238592,4.270120,4.297971,3.816484,4.396965,4.455090,3.763850,4.492006,3.871823,3.754792,3.781304,3.829656,3.853930,3.888501,3.950199,4.010209,4.066141
2007-12-04,4.098262,4.145200,4.186980,4.223992,4.256724,4.285676,3.814789,4.388810,4.449450,3.751243,4.487962,3.884478,3.736228,3.759619,3.806653,3.860951,3.865358,3.927675,3.988758,4.046009
2007-12-03,4.156012,4.201605,4.242351,4.278585,4.310738,4.339262,3.828582,4.441422,4.501745,3.790750,4.540066,3.881306,3.792402,3.823631,3.872877,3.862101,3.930883,3.991300,4.050211,4.105450
2007-11-30,4.181987,4.226470,4.266310,4.301803,4.333342,4.361355,3.849280,4.461877,4.521322,3.827475,4.559091,3.869267,3.832329,3.862308,3.909009,3.864053,3.964343,4.022356,4.079231,4.132793
2007-11-29,4.154738,4.200933,4.242007,4.278374,4.310527,4.338966,3.819148,4.440281,4.499849,3.777220,4.537658,3.872977,3.777553,3.810099,3.861928,3.854112,3.922746,3.985655,4.046534,4.103207
2007-11-28,4.170538,4.217208,4.258744,4.295546,4.328103,4.356911,3.831276,4.459600,4.519983,3.792767,4.558292,3.875408,3.793102,3.825050,3.876463,3.860927,3.937176,4.000238,4.061443,4.118539
2007-11-27,4.087806,4.134929,4.176505,4.213070,4.245215,4.273515,3.801821,4.373535,4.432019,3.724680,4.469143,3.878420,3.705396,3.731073,3.782794,3.854527,3.846206,3.912281,3.975967,4.034789
2007-11-26,4.113583,4.160362,4.201894,4.238611,4.271028,4.299666,3.816663,4.401460,4.461215,3.756123,4.499150,3.880636,3.743585,3.769443,3.818594,3.859745,3.878872,3.942212,4.003861,4.061339
2007-11-23,4.116588,4.164189,4.206039,4.242739,4.274926,4.303210,3.820697,4.402852,4.460962,3.742012,4.497815,3.887571,3.721938,3.749133,3.803369,3.869545,3.869322,3.937531,4.002837,4.062807
2007-11-22,4.107415,4.156056,4.198414,4.235273,4.267402,4.295498,3.834604,4.393737,4.450745,3.721237,4.486883,3.884073,3.685968,3.713147,3.773092,3.886445,3.845642,3.919480,3.988986,4.051823
2007-11-21,4.095223,4.141252,4.181425,4.216441,4.247004,4.273757,3.835085,4.367461,4.421933,3.739659,4.456505,3.890772,3.707472,3.730224,3.783865,3.882474,3.850285,3.918746,3.983712,4.042769
2007-11-20,4.119906,4.162097,4.199265,4.231905,4.260561,4.285761,3.858321,4.374668,4.426622,3.799522,4.459636,3.899974,3.781902,3.802715,3.847479,3.890321,3.903555,3.962541,4.019614,4.072377
2007-11-19,4.126402,4.167703,4.204101,4.236075,4.264153,4.288849,3.870990,4.376002,4.426947,3.814743,4.459327,3.908758,3.797387,3.817250,3.860570,3.900573,3.915091,3.972592,4.028322,4.079902
2007-11-16,4.143661,4.183309,4.218397,4.249322,4.276551,4.300549,3.889987,4.385526,4.435321,3.849939,4.466985,3.902471,3.836570,3.854627,3.894003,3.904212,3.944234,3.997843,4.050309,4.099253
2007-11-15,4.158842,4.196944,4.230733,4.260560,4.286854,4.310052,3.910313,4.392322,4.440591,3.881143,4.471297,3.901266,3.869476,3.885649,3.921968,3.912080,3.968990,4.019641,4.069527,4.116279
2007-11-14,4.184710,4.220094,4.251739,4.279868,4.304804,4.326901,3.929774,4.405853,4.452439,3.927960,4.482112,3.886853,3.926052,3.941805,3.973167,3.909964,4.013909,4.058501,4.103141,4.145587
2007-11-13,4.140029,4.176748,4.209394,4.238277,4.263786,4.286323,3.898207,4.366465,4.413600,3.870088,4.443618,3.902966,3.861558,3.878485,3.913593,3.906285,3.958458,4.006720,4.054353,4.099131
2007-11-12,4.133250,4.171325,4.205235,4.235275,4.261834,4.285319,3.898718,4.368934,4.418142,3.866171,4.449472,3.900317,3.852979,3.867244,3.901469,3.906013,3.946619,3.995834,4.044750,4.090937
2007-11-09,4.136364,4.174965,4.208947,4.238771,4.264942,4.287947,3.885073,4.369075,4.416500,3.845539,4.446666,3.876639,3.829757,3.847376,3.887420,3.889610,3.938368,3.992271,4.044527,4.092851
2007-11-08,4.176370,4.211804,4.243017,4.270424,4.294481,4.315634,3.922381,4.390265,4.433916,3.906661,4.461694,3.868206,3.896696,3.913078,3.949196,3.900544,3.995373,4.044464,4.092214,4.136467
2007-11-07,4.185792,4.219477,4.249269,4.275508,4.298595,4.318932,3.950117,4.390892,4.433074,3.944594,4.459934,3.867183,3.933204,3.944809,3.975658,3.912416,4.017039,4.062069,4.106490,4.148053
2007-11-06,4.230846,4.262887,4.291239,4.316218,4.338203,4.357574,3.975558,4.426140,4.466337,3.989281,4.491928,3.870072,3.986497,4.000560,4.030874,3.923401,4.070456,4.113278,4.155476,4.194968
2007-11-05,4.191303,4.223047,4.251023,4.275591,4.297158,4.316121,3.964809,4.383037,4.422202,3.960672,4.447151,3.874540,3.949062,3.960179,3.990166,3.923485,4.030232,4.073568,4.116056,4.155588
2007-11-02,4.199359,4.230656,4.258225,4.282426,4.303664,4.322333,3.972923,4.388184,4.426716,3.970701,4.451262,3.879252,3.959718,3.970883,4.000620,3.929625,4.040277,4.083126,4.125101,4.164125
